,acc,taxid,lineage
868587,MH572430,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
869474,MH572431,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
870361,MH572432,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
871248,MH572433,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
872135,MH572434,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
873022,MH572435,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
873909,MH572436,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
874796,MH572437,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
875683,MH572438,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
876570,MH572439,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
877457,MH572440,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
878344,MH572441,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
879231,MH572442,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
880118,MH572443,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
881005,MH572444,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
881892,MH572445,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
882779,MH572446,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
883666,MH572447,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
884553,MH572448,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
885440,MH572449,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
886327,MH572450,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
887214,MH572451,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
888101,MH572452,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
888988,MH572453,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
889875,MH572454,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
890762,MH572455,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
891649,MH572456,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
892536,MH572457,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
893423,MH572458,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
894310,MH572459,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
895197,MH572460,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
896084,MH572461,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
896971,MH572462,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
897858,MH572463,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
898745,MH572464,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
899632,MH572465,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
900519,MH572466,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
901406,MH572467,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
902293,MH572468,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
903180,MH572469,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
904067,MH572470,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
904954,MH572471,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
905841,MH572472,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
906728,MH572473,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
907615,MH572474,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
908502,MH572475,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
909389,MH572476,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
910276,MH572477,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
911163,MH572478,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
912050,MH572479,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
912937,MH572480,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
913824,MH572481,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
914711,MH572482,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
915598,MH572483,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
916485,MH572484,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
917372,MH572485,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
918259,MH572486,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
919146,MH572487,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
920033,MH572488,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
920920,MH572489,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
921807,MH572490,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
922694,MH572491,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
923581,MH572492,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
924468,MH572493,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
925355,MH572494,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
926242,MH572495,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
927129,MH572496,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
928016,MH572497,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
928903,MH572498,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
929790,MH572499,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
930677,MH572500,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
931564,MH572501,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
932451,MH572502,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
933338,MH572503,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
934225,MH572504,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
935112,MH572505,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
935999,MH572506,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
936886,MH572507,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
937773,MH572508,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
938660,MH572509,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
939547,MH572510,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
940434,MH572511,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
941321,MH572512,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
942208,MH572513,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
943095,MH572514,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
943982,MH572515,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
944869,MH572516,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
945756,MH572517,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
946643,MH572518,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
947530,MH572519,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
948417,MH572520,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
949304,MH572521,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
950191,MH572522,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
951078,MH572523,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
951965,MH572524,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
952852,MH572525,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
953739,MH572526,2202644,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Microviridae sp.
954626,MG893203,2082229,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Mardecavirus;Vibrio phage VP06
954627,MG894052,2099585,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Drexlerviridae;Webervirus;Klebsiella phage JY917
954628,MG897799,2099648,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Pbunavirus;Pseudomonas phage vB_PaeM_LS1
954629,MG897800,2099649,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Septimatrevirus;Pseudomonas phage vB_PaeS_C1
954630,MG913376,2099651,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cequinquevirus;Lactobacillus phage P1174
954631,MG920059,2099645,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pipefishvirus;Mycobacterium phage Baloo
954632,MG920060,2099646,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Bob3
954633,MG920061,2099644,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Ilzatvirus;Microbacterium phage Bonino
954634,MG922974,2099850,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Gamaleyavirus;Klebsiella phage KP8
954635,MG925338,2099629,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pipefishvirus;Mycobacterium phage ChaChing
954636,MG925339,2099630,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Chunky
954637,MG925340,2099631,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Corvo
954638,MG925341,2099628,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage EpicPhail
954639,MG925342,2099632,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Forsytheast
954640,MG925343,2099624,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kojivirus;Microbacterium virus Golden
954641,MG925344,2099633,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Ichabod
954642,MG925345,2099625,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kojivirus;Microbacterium virus Koji
954643,MG925346,2099634,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage LeeLot
954644,MG925347,2099626,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kojivirus;Microbacterium phage Lucky3
954645,MG925348,2099636,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Megatron
954646,MG925349,2099637,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Bernalvirus;Mycobacterium phage Mendokysei
954647,MG925350,2099638,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Mosaic
954648,MG925351,2099635,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage MPlant7149
954649,MG925352,2099627,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Ilzatvirus;Microbacterium phage Nattles
954650,MG925353,2099639,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pipefishvirus;Mycobacterium phage Nozo
954651,MG925354,2099640,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cheoctovirus;Mycobacterium phage Ogopogo
954652,MG925355,2099641,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage OlanP
954653,MG925356,2099642,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage OliverWalter
954654,MG941013,2099653,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Actinomyces phage xhp1
954655,MG944216,2099443,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pikminvirus;Microbacterium phage Pajaza
954656,MG944217,2099447,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Phacado
954657,MG944218,2099444,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pikminvirus;Microbacterium virus Pikmin
954658,MG944219,2099445,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Ilzatvirus;Microbacterium phage PuppyEggo
954659,MG944220,2099448,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Ruotula
954660,MG944221,2099449,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Scowl
954661,MG944222,2099446,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Ilzatvirus;Microbacterium phage StingRay
954662,MG944223,2099450,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Trypo
954663,MG944224,2099451,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Wander
954664,MG944225,2099452,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Xavier
954665,MG944226,2099442,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pikminvirus;Microbacterium phage Casey
954666,MG944227,2099853,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPP1
954667,MG944228,2099854,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPP2
954668,MG944229,2099855,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPP3
954669,MG944230,2099856,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPP4
954670,MG944231,2099857,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPP6
954671,MG944232,2099858,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPP8
954672,MG944233,2099859,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPP9
954673,MG944234,2099860,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPV1
954674,MG944235,2099861,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPV2
954675,MG944236,2099862,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vidavervirus;Xanthomonas phage XPV3
954676,MG948468,2099652,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vidquintavirus;Pantoea virus Vid5
954677,MG957431,2086639,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Chatterjeevirus;Vibrio phage Rostov-1
954678,MG962360,2094142,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Ilzatvirus;Microbacterium phage AlexAdler
954679,MG962361,2094143,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cheoctovirus;Mycobacterium phage Alexphander
954680,MG962362,2094128,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage AltPhacts
954681,MG962363,2094129,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage BatteryCK
954682,MG962364,2094130,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium phage Deby
954683,MG962365,2094131,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage DoesntMatter
954684,MG962366,2094144,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Rhodococcus phage Finch
954685,MG962367,2094132,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Ilzatvirus;Microbacterium phage Gelo
954686,MG962368,2094133,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Gordonia phage Gravy
954687,MG962369,2094134,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Gordonia phage Kerry
954688,MG962370,2094135,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Kykar
954689,MG962371,2094136,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium phage LaterM
954690,MG962372,2094137,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage McGuire
954691,MG962373,2094138,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Morrow
954692,MG962374,2094139,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium phage Paola
954693,MG962375,2094140,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage ProfessorX
